region,timestamp,temperature_c,precipitation_mm,humidity_pct,co2_ppm
Quetta,2023-07-30T06:00:00Z,44.11,5.05,84.43,413.35
Peshawar,2023-07-30T08:00:00Z,35.31,0,43.88,408.01
Karachi,2023-07-30T10:00:00Z,36.05,0,75.37,416.95
Lahore,2023-07-30T12:00:00Z,37.11,0,82.33,386.56
Islamabad,2023-07-30T14:00:00Z,34.63,7.03,45.29,403.19
Quetta,2023-07-30T16:00:00Z,18.73,8.82,66.61,388.6
Peshawar,2023-07-30T18:00:00Z,31.19,4.45,73.25,430.4
Karachi,2023-07-30T20:00:00Z,30.43,0.67,53.97,408.62
Lahore,2023-07-30T22:00:00Z,43.19,4.44,32.49,402.12
Islamabad,2023-07-31T00:00:00Z,24.91,0,84.53,403.7
Quetta,2023-07-31T02:00:00Z,26.65,0,51.55,394.3
Peshawar,2023-07-31T04:00:00Z,30.41,0,62.08,402.44
Karachi,2023-07-31T06:00:00Z,28.16,0,60.88,405.84
Lahore,2023-07-31T08:00:00Z,14.87,1.67,40.68,403.9
Islamabad,2023-07-31T10:00:00Z,25.47,4.58,72.27,411.77
Quetta,2023-07-31T12:00:00Z,33.74,10.83,52.88,399.01
Peshawar,2023-07-31T14:00:00Z,23.38,4.39,49.78,423.63
Karachi,2023-07-31T16:00:00Z,30.61,1.16,59.63,401.8
Lahore,2023-07-31T18:00:00Z,15.02,0,60.5,400.63
Islamabad,2023-07-31T20:00:00Z,25.31,0,43.46,429.27
Quetta,2023-07-31T22:00:00Z,31.85,7.17,88.17,411.28
Peshawar,2023-08-01T00:00:00Z,43.24,0,40.2,422.59
Karachi,2023-08-01T02:00:00Z,24.3,0.89,52.02,417.07
Lahore,2023-08-01T04:00:00Z,34.57,1.62,43.76,430.04
Islamabad,2023-08-01T06:00:00Z,23.13,2.61,68.99,440.92
Quetta,2023-08-01T08:00:00Z,23.91,0,48.88,405.44
Peshawar,2023-08-01T10:00:00Z,23.49,6.13,68.74,398.76
Karachi,2023-08-01T12:00:00Z,31.82,6.86,69.6,403.12
Lahore,2023-08-01T14:00:00Z,25.39,11.45,77.11,428.98
Islamabad,2023-08-01T16:00:00Z,35.0,8.29,39.1,400.39
Quetta,2023-08-01T18:00:00Z,32.95,1.04,40.74,410.31
Peshawar,2023-08-01T20:00:00Z,14.03,0.49,68.15,395.24
Karachi,2023-08-01T22:00:00Z,27.48,3.31,49.89,375.86
Lahore,2023-08-02T00:00:00Z,24.72,3.27,75.18,425.07
Islamabad,2023-08-02T02:00:00Z,25.39,3.68,66.16,406.32
Quetta,2023-08-02T04:00:00Z,46.23,0.37,67.81,427.62
Peshawar,2023-08-02T06:00:00Z,31.6,6.42,85.34,402.17
Karachi,2023-08-02T08:00:00Z,33.01,10.36,74.3,424.8
Lahore,2023-08-02T10:00:00Z,23.98,10.06,53.78,391.48
Islamabad,2023-08-02T12:00:00Z,29.81,0,59.74,416.35
Quetta,2023-08-02T14:00:00Z,29.94,5.97,37.78,424.07
Peshawar,2023-08-02T16:00:00Z,26.43,6.23,66.21,390.9
Karachi,2023-08-02T18:00:00Z,21.93,6.79,76.85,405.18
Lahore,2023-08-02T20:00:00Z,17.35,12.72,61.61,403.45
Islamabad,2023-08-02T22:00:00Z,25.15,1.74,44.77,401.18
Quetta,2023-08-03T00:00:00Z,26.4,1.7,49.58,375.76
Peshawar,2023-08-03T02:00:00Z,14.9,7.76,87.24,431.48
Karachi,2023-08-03T04:00:00Z,46.42,1.98,68.45,420.92
Lahore,2023-08-03T06:00:00Z,20.72,3.84,87.75,384.27
Islamabad,2023-08-03T08:00:00Z,19.77,0.58,84.18,406.91
Quetta,2023-08-03T10:00:00Z,13.69,6.58,45.71,379.01
Peshawar,2023-08-03T12:00:00Z,29.28,0.92,68.15,405.44
Karachi,2023-08-03T14:00:00Z,35.21,7.25,44.16,423.12
Lahore,2023-08-03T16:00:00Z,10.2,1.43,75.35,416.42
Islamabad,2023-08-03T18:00:00Z,24.06,1.91,66.99,409.28
Quetta,2023-08-03T20:00:00Z,34.04,1.04,39.78,422.76
Peshawar,2023-08-03T22:00:00Z,30.59,0,58.65,426.54
Karachi,2023-08-04T00:00:00Z,20.59,7.3,40.91,376.1
Lahore,2023-08-04T02:00:00Z,31.8,3.89,83.55,432.14
Islamabad,2023-08-04T04:00:00Z,26.29,4.9,44.81,398.03
Quetta,2023-08-04T06:00:00Z,21.82,8.18,69.94,414.36
Peshawar,2023-08-04T08:00:00Z,29.51,7.3,70.22,385.48
Karachi,2023-08-04T10:00:00Z,17.68,9.24,53.65,417.18
Lahore,2023-08-04T12:00:00Z,31.83,0,53.67,411.55
Islamabad,2023-08-04T14:00:00Z,27.73,7.69,40.96,397.84
Quetta,2023-08-04T16:00:00Z,33.93,2.88,55.52,387.07
Peshawar,2023-08-04T18:00:00Z,29.61,1.26,43.73,389.31
Karachi,2023-08-04T20:00:00Z,28.88,10.38,40.59,432.84
Lahore,2023-08-04T22:00:00Z,33.14,8.83,64.08,381.83
Islamabad,2023-08-05T00:00:00Z,39.22,0.82,59.49,409.12
Quetta,2023-08-05T02:00:00Z,29.86,8.49,77.25,418.09
Peshawar,2023-08-05T04:00:00Z,40.78,1.93,55.62,393.27
Karachi,2023-08-05T06:00:00Z,37.98,4.65,73.8,398.03
Lahore,2023-08-05T08:00:00Z,30.68,6.46,59.95,429.07
Islamabad,2023-08-05T10:00:00Z,32.29,0,38.91,404.76
Quetta,2023-08-05T12:00:00Z,33.69,0.92,47.79,410.96
Peshawar,2023-08-05T14:00:00Z,30.69,6.22,57.79,437.52
Karachi,2023-08-05T16:00:00Z,34.54,3.49,51.22,417.09
Lahore,2023-08-05T18:00:00Z,37.93,2.3,77.2,413.18
Islamabad,2023-08-05T20:00:00Z,21.54,0,62.18,424.82
Quetta,2023-08-05T22:00:00Z,34.09,4.31,32.23,427.41
Peshawar,2023-08-06T00:00:00Z,26.43,5.82,82.04,431.31
Karachi,2023-08-06T02:00:00Z,18.85,5.35,42.97,430.23
Lahore,2023-08-06T04:00:00Z,45.66,0,68.18,409.45
Islamabad,2023-08-06T06:00:00Z,23.7,6.8,70.36,416.49
Quetta,2023-08-06T08:00:00Z,41.81,4.94,63.34,412.47
Peshawar,2023-08-06T10:00:00Z,28.37,0,66.36,408.94
Karachi,2023-08-06T12:00:00Z,45.95,0.15,84.41,398.62
Lahore,2023-08-06T14:00:00Z,25.19,2.24,40.37,418.27
Islamabad,2023-08-06T16:00:00Z,26.66,11.27,62.82,413.36
Quetta,2023-08-06T18:00:00Z,27.31,2.46,71.75,389.36
Peshawar,2023-08-06T20:00:00Z,16.23,3.82,35.39,404.03
Karachi,2023-08-06T22:00:00Z,12.39,3.28,43.04,413.77
Lahore,2023-08-07T00:00:00Z,34.5,9.8,50.03,406.11
Islamabad,2023-08-07T02:00:00Z,39.82,10.0,61.15,408.97
Quetta,2023-08-07T04:00:00Z,24.8,2.11,69.34,435.56
Peshawar,2023-08-07T06:00:00Z,38.9,0,69.17,420.66
Karachi,2023-08-07T08:00:00Z,37.36,0,39.94,399.22
Lahore,2023-08-07T10:00:00Z,26.6,11.18,72.9,396.24
Islamabad,2023-08-07T12:00:00Z,21.19,4.32,78.68,417.18
Quetta,2023-08-07T14:00:00Z,42.15,0.31,86.28,381.46
Peshawar,2023-08-07T16:00:00Z,27.91,5.21,43.79,408.86
Karachi,2023-08-07T18:00:00Z,30.81,0,83.27,386.44
Lahore,2023-08-07T20:00:00Z,24.47,0,59.42,398.25
Islamabad,2023-08-07T22:00:00Z,35.94,5.33,86.83,394.96
Quetta,2023-08-08T00:00:00Z,21.86,0,82.98,406.11
Peshawar,2023-08-08T02:00:00Z,28.85,0,80.09,402.93
Karachi,2023-08-08T04:00:00Z,32.9,0.6,78.14,415.92
Lahore,2023-08-08T06:00:00Z,19.32,6.62,41.41,429.35
Islamabad,2023-08-08T08:00:00Z,19.57,8.47,42.6,422.54
Quetta,2023-08-08T10:00:00Z,28.52,0,41.94,410.32
Peshawar,2023-08-08T12:00:00Z,20.23,2.1,56.24,423.84
Karachi,2023-08-08T14:00:00Z,27.45,0,84.18,395.23
Lahore,2023-08-08T16:00:00Z,24.45,9.49,78.15,421.08
Islamabad,2023-08-08T18:00:00Z,31.94,0.25,75.35,390.03
Quetta,2023-08-08T20:00:00Z,36.51,7.27,84.87,406.51
Peshawar,2023-08-08T22:00:00Z,15.51,4.27,70.09,433.02
Karachi,2023-08-09T00:00:00Z,11.99,0.36,77.91,420.28
Lahore,2023-08-09T02:00:00Z,34.34,7.91,42.6,383.42
Islamabad,2023-08-09T04:00:00Z,25.35,0.89,60.06,428.1
Quetta,2023-08-09T06:00:00Z,19.95,1.3,80.6,400.51
Peshawar,2023-08-09T08:00:00Z,16.22,2.37,37.23,414.8
Karachi,2023-08-09T10:00:00Z,32.38,6.59,72.87,407.54
Lahore,2023-08-09T12:00:00Z,19.9,0.56,76.61,395.16
Islamabad,2023-08-09T14:00:00Z,42.07,4.21,38.11,429.24
Quetta,2023-08-09T16:00:00Z,26.24,1.16,59.35,426.35
Peshawar,2023-08-09T18:00:00Z,26.16,6.27,61.08,405.77
Karachi,2023-08-09T20:00:00Z,17.22,3.67,39.08,411.28
Lahore,2023-08-09T22:00:00Z,30.38,0.86,68.58,436.36
Islamabad,2023-08-10T00:00:00Z,25.04,1.87,78.97,392.82
Quetta,2023-08-10T02:00:00Z,36.18,0.17,31.47,402.69
Peshawar,2023-08-10T04:00:00Z,36.32,4.69,42.49,390.73
Karachi,2023-08-10T06:00:00Z,27.53,0,88.83,388.08
Lahore,2023-08-10T08:00:00Z,33.38,0,40.33,451.41
Islamabad,2023-08-10T10:00:00Z,35.82,9.17,67.93,430.47
Quetta,2023-08-10T12:00:00Z,36.84,0,61.46,407.07
Peshawar,2023-08-10T14:00:00Z,25.1,0,73.4,398.92
Karachi,2023-08-10T16:00:00Z,14.4,3.13,56.47,374.32
Lahore,2023-08-10T18:00:00Z,35.36,0,66.68,448.48
Islamabad,2023-08-10T20:00:00Z,20.79,0,42.65,380.5
Quetta,2023-08-10T22:00:00Z,33.17,0,51.13,413.92
Peshawar,2023-08-11T00:00:00Z,25.23,1.33,37.46,430.37
Karachi,2023-08-11T02:00:00Z,41.18,1.93,82.96,400.47
Lahore,2023-08-11T04:00:00Z,27.53,4.63,66.52,427.09
Islamabad,2023-08-11T06:00:00Z,29.92,0,72.04,425.65
Quetta,2023-08-11T08:00:00Z,34.7,0,79.79,412.69
Peshawar,2023-08-11T10:00:00Z,20.73,2.65,81.03,428.57
Karachi,2023-08-11T12:00:00Z,26.37,5.11,54.12,410.4
Lahore,2023-08-11T14:00:00Z,26.91,0,62.01,398.62
Islamabad,2023-08-11T16:00:00Z,12.48,7.95,33.09,414.82
Quetta,2023-08-11T18:00:00Z,38.01,0,55.14,398.87
Peshawar,2023-08-11T20:00:00Z,8.9,0,61.01,406.25
Karachi,2023-08-11T22:00:00Z,25.78,5.13,78.81,425.16
Lahore,2023-08-12T00:00:00Z,40.4,1.22,34.01,434.27
Islamabad,2023-08-12T02:00:00Z,21.35,6.75,73.28,429.57
Quetta,2023-08-12T04:00:00Z,32.62,0,86.03,414.08
Peshawar,2023-08-12T06:00:00Z,31.3,2.38,68.92,425.49
Karachi,2023-08-12T08:00:00Z,19.68,0,32.64,438.34
Lahore,2023-08-12T10:00:00Z,6.61,7.51,37.8,408.51
Islamabad,2023-08-12T12:00:00Z,37.26,0,68.51,402.51
Quetta,2023-08-12T14:00:00Z,30.44,2.82,46.91,392.02
Peshawar,2023-08-12T16:00:00Z,36.7,12.48,61.06,414.22
Karachi,2023-08-12T18:00:00Z,19.13,7.68,81.25,397.88
Lahore,2023-08-12T20:00:00Z,38.47,7.59,32.26,403.7
Islamabad,2023-08-12T22:00:00Z,24.3,9.26,33.49,405.12
Quetta,2023-08-13T00:00:00Z,28.19,2.67,79.86,404.86
Peshawar,2023-08-13T02:00:00Z,24.45,0,84.63,415.73
Karachi,2023-08-13T04:00:00Z,33.44,0,75.76,426.4
Lahore,2023-08-13T06:00:00Z,22.44,3.39,32.72,417.6
Islamabad,2023-08-13T08:00:00Z,18.17,0,34.32,412.29
Quetta,2023-08-13T10:00:00Z,18.38,0,65.18,414.57
Peshawar,2023-08-13T12:00:00Z,32.33,2.07,52.75,400.29
Karachi,2023-08-13T14:00:00Z,26.25,0,40.85,410.2
Lahore,2023-08-13T16:00:00Z,22.76,0,49.45,394.45
Islamabad,2023-08-13T18:00:00Z,37.23,10.2,50.13,398.61
Quetta,2023-08-13T20:00:00Z,16.13,0,32.31,401.24
Peshawar,2023-08-13T22:00:00Z,45.4,0.07,35.29,409.76
Karachi,2023-08-14T00:00:00Z,29.15,5.07,44.81,431.12
Lahore,2023-08-14T02:00:00Z,27.0,1.72,30.58,415.61
Islamabad,2023-08-14T04:00:00Z,35.79,1.84,69.34,388.51
Quetta,2023-08-14T06:00:00Z,23.23,14.2,53.84,396.77
Peshawar,2023-08-14T08:00:00Z,21.38,9.98,41.78,409.18
Karachi,2023-08-14T10:00:00Z,24.19,0,47.56,408.01
Lahore,2023-08-14T12:00:00Z,32.85,0.97,64.07,404.09
Islamabad,2023-08-14T14:00:00Z,42.52,0,68.72,391.71
Quetta,2023-08-14T16:00:00Z,34.95,3.17,88.21,393.66
Peshawar,2023-08-14T18:00:00Z,13.62,5.33,81.54,402.3
Karachi,2023-08-14T20:00:00Z,30.36,6.55,49.75,397.73
Lahore,2023-08-14T22:00:00Z,27.57,2.76,54.53,419.17
Islamabad,2023-08-15T00:00:00Z,32.79,5.33,40.11,396.2
Quetta,2023-08-15T02:00:00Z,30.75,2.88,62.55,397.8
Peshawar,2023-08-15T04:00:00Z,34.48,7.97,76.94,432.64
Karachi,2023-08-15T06:00:00Z,30.2,0,42.27,400.85
Lahore,2023-08-15T08:00:00Z,26.83,2.41,35.49,411.15
Islamabad,2023-08-15T10:00:00Z,17.72,6.54,79.56,441.03
Quetta,2023-08-15T12:00:00Z,28.13,10.42,70.7,411.92
Peshawar,2023-08-15T14:00:00Z,17.27,0.77,71.82,413.65
Karachi,2023-08-15T16:00:00Z,24.44,0,84.11,403.7
Lahore,2023-08-15T18:00:00Z,20.61,4.22,84.98,398.71
Islamabad,2023-08-15T20:00:00Z,28.42,0,58.74,404.24
Quetta,2023-08-15T22:00:00Z,32.68,0,41.19,391.22
Peshawar,2023-08-16T00:00:00Z,27.81,0,54.58,442.06
Karachi,2023-08-16T02:00:00Z,27.54,7.75,39.41,409.47
Lahore,2023-08-16T04:00:00Z,17.71,0.57,50.2,377.93
Islamabad,2023-08-16T06:00:00Z,29.23,0,62.93,421.02
Quetta,2023-08-16T08:00:00Z,34.36,6.1,48.68,413.69
Peshawar,2023-08-16T10:00:00Z,27.28,0.75,34.99,408.88
Karachi,2023-08-16T12:00:00Z,23.82,0,71.92,403.02
Lahore,2023-08-16T14:00:00Z,13.22,3.97,68.67,415.06
Islamabad,2023-08-16T16:00:00Z,33.69,0.53,88.56,411.23
Quetta,2023-08-16T18:00:00Z,32.66,3.26,44.13,381.86
Peshawar,2023-08-16T20:00:00Z,35.93,5.77,59.07,402.44
Karachi,2023-08-16T22:00:00Z,25.37,3.02,67.81,411.71
Lahore,2023-08-17T00:00:00Z,25.72,0.48,65.71,413.45
Islamabad,2023-08-17T02:00:00Z,21.92,0,30.78,414.2
Quetta,2023-08-17T04:00:00Z,20.62,4.96,70.86,403.36
Peshawar,2023-08-17T06:00:00Z,33.78,1.46,86.52,432.03
Karachi,2023-08-17T08:00:00Z,27.78,4.29,63.26,443.98
Lahore,2023-08-17T10:00:00Z,31.45,0,75.91,391.12
Islamabad,2023-08-17T12:00:00Z,34.9,6.14,62.39,423.49
Quetta,2023-08-17T14:00:00Z,28.18,5.14,46.65,432.39
Peshawar,2023-08-17T16:00:00Z,5.09,0.58,55.92,428.87
Karachi,2023-08-17T18:00:00Z,17.24,0,34.98,431.66
Lahore,2023-08-17T20:00:00Z,30.76,1.64,34.73,394.83
Islamabad,2023-08-17T22:00:00Z,25.69,0,81.65,404.44
Quetta,2023-08-18T00:00:00Z,49.35,2.76,74.6,422.56
Peshawar,2023-08-18T02:00:00Z,15.41,0,61.87,413.67
Karachi,2023-08-18T04:00:00Z,25.06,0.38,39.52,432.2
Lahore,2023-08-18T06:00:00Z,27.66,0,68.93,407.72
Islamabad,2023-08-18T08:00:00Z,14.82,0.48,37.18,417.75
Quetta,2023-08-18T10:00:00Z,31.54,4.38,72.17,424.46
Peshawar,2023-08-18T12:00:00Z,35.78,0,45.27,395.47
Karachi,2023-08-18T14:00:00Z,23.04,4.2,45.59,404.43
Lahore,2023-08-18T16:00:00Z,13.19,10.01,66.73,420.54
Islamabad,2023-08-18T18:00:00Z,32.89,0.98,73.95,404.46
Quetta,2023-08-18T20:00:00Z,39.39,2.84,49.94,395.55
Peshawar,2023-08-18T22:00:00Z,27.7,4.46,49.72,408.95
Karachi,2023-08-19T00:00:00Z,9.35,0,56.72,386.09
Lahore,2023-08-19T02:00:00Z,27.78,4.33,54.98,406.34
Islamabad,2023-08-19T04:00:00Z,30.69,0.05,56.9,414.85
Quetta,2023-08-19T06:00:00Z,29.54,0,44.61,391.35
Peshawar,2023-08-19T08:00:00Z,29.23,1.86,80.87,397.06
Karachi,2023-08-19T10:00:00Z,30.76,0,89.19,396.24
Lahore,2023-08-19T12:00:00Z,38.27,5.83,38.17,407.32
Islamabad,2023-08-19T14:00:00Z,34.94,0,47.2,424.21
Quetta,2023-08-19T16:00:00Z,33.83,0,41.41,403.71
Peshawar,2023-08-19T18:00:00Z,19.11,4.24,57.79,424.34
Karachi,2023-08-19T20:00:00Z,22.13,3.45,64.03,385.03
Lahore,2023-08-19T22:00:00Z,30.34,4.46,60.62,408.02
Islamabad,2023-08-20T00:00:00Z,32.42,1.66,76.77,411.91
Quetta,2023-08-20T02:00:00Z,18.52,0.46,88.08,424.05
Peshawar,2023-08-20T04:00:00Z,25.01,5.31,59.59,416.11
Karachi,2023-08-20T06:00:00Z,20.45,0,41.6,401.56
Lahore,2023-08-20T08:00:00Z,39.29,0,53.86,417.73
Islamabad,2023-08-20T10:00:00Z,35.29,0,41.09,382.67
Quetta,2023-08-20T12:00:00Z,21.71,0,68.37,427.79
Peshawar,2023-08-20T14:00:00Z,28.35,0,36.56,403.9
Karachi,2023-08-20T16:00:00Z,16.09,0,49.9,404.61
Lahore,2023-08-20T18:00:00Z,28.87,9.72,59.79,431.97
Islamabad,2023-08-20T20:00:00Z,33.3,6.07,72.8,397.29
Quetta,2023-08-20T22:00:00Z,22.29,0.25,76.83,429.5
Peshawar,2023-08-21T00:00:00Z,34.23,0,51.5,405.13
Karachi,2023-08-21T02:00:00Z,42.16,5.15,68.33,415.8
Lahore,2023-08-21T04:00:00Z,37.05,0,40.54,428.4
Islamabad,2023-08-21T06:00:00Z,24.17,0,31.05,401.12
Quetta,2023-08-21T08:00:00Z,31.6,0,56.47,410.35
Peshawar,2023-08-21T10:00:00Z,29.51,0,83.15,438.06
Karachi,2023-08-21T12:00:00Z,28.67,0,44.21,413.19
Lahore,2023-08-21T14:00:00Z,31.01,10.81,86.67,434.95
Islamabad,2023-08-21T16:00:00Z,18.85,0,49.31,405.55
Quetta,2023-08-21T18:00:00Z,24.26,5.02,63.08,392.78
Peshawar,2023-08-21T20:00:00Z,14.73,16.66,88.23,405.09
Karachi,2023-08-21T22:00:00Z,30.54,0,77.97,415.05
Lahore,2023-08-22T00:00:00Z,13.1,4.37,57.6,413.0
Islamabad,2023-08-22T02:00:00Z,20.72,7.55,64.54,413.83
Quetta,2023-08-22T04:00:00Z,26.26,7.38,78.17,405.21
Peshawar,2023-08-22T06:00:00Z,30.25,3.74,72.56,414.72
Karachi,2023-08-22T08:00:00Z,20.45,1.69,46.75,418.5
Lahore,2023-08-22T10:00:00Z,33.77,0,78.87,408.74
Islamabad,2023-08-22T12:00:00Z,27.58,0,84.78,411.7
Quetta,2023-08-22T14:00:00Z,27.89,0,78.0,402.5
Peshawar,2023-08-22T16:00:00Z,40.74,0,59.92,393.33
Karachi,2023-08-22T18:00:00Z,36.54,0,58.5,395.01
Lahore,2023-08-22T20:00:00Z,18.65,2.54,69.36,410.45
Islamabad,2023-08-22T22:00:00Z,21.32,0.19,31.22,405.05
Quetta,2023-08-23T00:00:00Z,30.52,0,75.76,398.73
Peshawar,2023-08-23T02:00:00Z,22.41,1.51,85.46,407.78
Karachi,2023-08-23T04:00:00Z,19.53,0,54.77,422.59
Lahore,2023-08-23T06:00:00Z,39.81,6.26,61.34,407.53
Islamabad,2023-08-23T08:00:00Z,30.32,1.34,86.93,419.46
Quetta,2023-08-23T10:00:00Z,23.53,5.23,60.04,415.08
Peshawar,2023-08-23T12:00:00Z,33.07,3.14,31.53,429.27
Karachi,2023-08-23T14:00:00Z,14.12,2.8,41.64,398.43
Lahore,2023-08-23T16:00:00Z,47.58,1.55,38.72,417.39
Islamabad,2023-08-23T18:00:00Z,28.05,2.11,86.76,422.29
Quetta,2023-08-23T20:00:00Z,36.14,8.17,47.35,414.41
Peshawar,2023-08-23T22:00:00Z,33.22,0,36.6,412.02
Karachi,2023-08-24T00:00:00Z,18.15,0,72.53,394.67
Lahore,2023-08-24T02:00:00Z,23.4,0,71.82,401.4
Islamabad,2023-08-24T04:00:00Z,24.23,0,76.69,418.13
Quetta,2023-08-24T06:00:00Z,51.43,0,84.61,405.45
Peshawar,2023-08-24T08:00:00Z,24.16,0,86.77,396.69
Karachi,2023-08-24T10:00:00Z,39.46,0.5,62.29,430.67
Lahore,2023-08-24T12:00:00Z,26.58,0,30.24,401.3
Islamabad,2023-08-24T14:00:00Z,21.06,3.52,40.56,429.27
Quetta,2023-08-24T16:00:00Z,25.8,0,31.07,419.33
Peshawar,2023-08-24T18:00:00Z,31.24,0,63.34,397.4
Karachi,2023-08-24T20:00:00Z,29.83,0.87,55.77,423.35
Lahore,2023-08-24T22:00:00Z,21.66,0.17,53.59,405.32
Islamabad,2023-08-25T00:00:00Z,37.68,0,89.66,397.13
Quetta,2023-08-25T02:00:00Z,26.84,0,39.58,416.25
Peshawar,2023-08-25T04:00:00Z,27.39,0,71.66,387.37
Karachi,2023-08-25T06:00:00Z,22.51,15.6,88.42,409.56
Lahore,2023-08-25T08:00:00Z,32.37,5.55,87.58,399.92
Islamabad,2023-08-25T10:00:00Z,31.83,9.85,59.44,402.02
Quetta,2023-08-25T12:00:00Z,21.29,0,57.38,387.9
Peshawar,2023-08-25T14:00:00Z,32.52,13.2,45.62,370.86
Karachi,2023-08-25T16:00:00Z,32.95,0,87.68,426.32
Lahore,2023-08-25T18:00:00Z,34.96,3.58,49.78,420.46
Islamabad,2023-08-25T20:00:00Z,34.77,4.46,67.66,400.39
Quetta,2023-08-25T22:00:00Z,18.42,7.97,31.37,416.55
Peshawar,2023-08-26T00:00:00Z,38.05,0,72.66,422.31
Karachi,2023-08-26T02:00:00Z,31.87,6.25,63.17,397.79
Lahore,2023-08-26T04:00:00Z,29.23,0,85.11,414.87
Islamabad,2023-08-26T06:00:00Z,28.07,10.86,61.75,413.35
Quetta,2023-08-26T08:00:00Z,36.18,3.5,81.18,388.84
Peshawar,2023-08-26T10:00:00Z,38.44,5.52,89.23,435.47
Karachi,2023-08-26T12:00:00Z,35.29,6.51,45.48,428.98
Lahore,2023-08-26T14:00:00Z,30.66,3.35,47.92,416.12
Islamabad,2023-08-26T16:00:00Z,23.8,0,44.72,385.72
Quetta,2023-08-26T18:00:00Z,28.45,1.33,33.29,413.95
Peshawar,2023-08-26T20:00:00Z,34.91,8.92,64.56,413.89
Karachi,2023-08-26T22:00:00Z,38.58,0,60.87,400.66
Lahore,2023-08-27T00:00:00Z,24.35,0,85.07,402.28
Islamabad,2023-08-27T02:00:00Z,3.64,0,71.92,393.25
Quetta,2023-08-27T04:00:00Z,32.03,4.2,60.14,433.57
Peshawar,2023-08-27T06:00:00Z,32.0,9.1,60.15,414.74
Karachi,2023-08-27T08:00:00Z,22.53,3.63,58.1,401.23
Lahore,2023-08-27T10:00:00Z,36.68,15.14,62.18,422.62
Islamabad,2023-08-27T12:00:00Z,15.16,5.92,47.27,417.25
Quetta,2023-08-27T14:00:00Z,35.82,0,64.33,423.29
Peshawar,2023-08-27T16:00:00Z,30.53,0,64.43,402.48
Karachi,2023-08-27T18:00:00Z,33.52,6.66,74.34,413.9
Lahore,2023-08-27T20:00:00Z,32.19,1.32,74.07,389.41
Islamabad,2023-08-27T22:00:00Z,34.52,4.58,49.05,406.77
Quetta,2023-08-28T00:00:00Z,16.98,9.67,80.89,420.43
Peshawar,2023-08-28T02:00:00Z,25.79,1.45,89.91,435.75
Karachi,2023-08-28T04:00:00Z,31.53,1.53,53.06,397.34
Lahore,2023-08-28T06:00:00Z,24.03,0,40.33,380.78
Islamabad,2023-08-28T08:00:00Z,36.55,4.8,69.23,420.39
Quetta,2023-08-28T10:00:00Z,37.28,0,60.61,409.68
Peshawar,2023-08-28T12:00:00Z,30.69,2.33,44.57,423.33
Karachi,2023-08-28T14:00:00Z,35.01,0,45.81,412.23
Lahore,2023-08-28T16:00:00Z,29.23,0,52.62,429.28
Islamabad,2023-08-28T18:00:00Z,31.98,0,82.61,427.16
Quetta,2023-08-28T20:00:00Z,28.89,3.46,54.51,399.65
Peshawar,2023-08-28T22:00:00Z,26.43,0,66.81,394.66
Karachi,2023-08-29T00:00:00Z,28.41,0,48.1,406.29
Lahore,2023-08-29T02:00:00Z,26.09,4.3,53.4,379.51
Islamabad,2023-08-29T04:00:00Z,15.83,1.34,89.09,414.26
Quetta,2023-08-29T06:00:00Z,17.13,0,78.21,396.13
Peshawar,2023-08-29T08:00:00Z,24.98,2.06,37.98,394.07
Karachi,2023-08-29T10:00:00Z,27.02,11.24,89.94,403.12
Lahore,2023-08-29T12:00:00Z,35.02,0,47.21,443.97
Islamabad,2023-08-29T14:00:00Z,25.53,4.64,81.84,410.38
Quetta,2023-08-29T16:00:00Z,31.93,1.16,34.5,407.91
Peshawar,2023-08-29T18:00:00Z,40.68,0,58.38,416.3
Karachi,2023-08-29T20:00:00Z,32.37,1.36,39.19,427.37
Lahore,2023-08-29T22:00:00Z,47.86,0,61.85,422.26
Islamabad,2023-08-30T00:00:00Z,26.19,1.88,76.25,422.41
Quetta,2023-08-30T02:00:00Z,14.07,12.95,58.56,423.65
Peshawar,2023-08-30T04:00:00Z,19.17,0.86,47.92,407.63
Karachi,2023-08-30T06:00:00Z,33.91,0,80.97,391.14
Lahore,2023-08-30T08:00:00Z,30.72,4.33,31.67,430.03
Islamabad,2023-08-30T10:00:00Z,25.97,0.97,56.27,418.28
Quetta,2023-08-30T12:00:00Z,44.39,1.18,63.76,403.85
Peshawar,2023-08-30T14:00:00Z,35.82,2.34,46.2,414.61
Karachi,2023-08-30T16:00:00Z,44.36,0,52.45,419.0
Lahore,2023-08-30T18:00:00Z,25.36,0.97,67.75,398.86
Islamabad,2023-08-30T20:00:00Z,45.34,4.0,48.05,422.99
Quetta,2023-08-30T22:00:00Z,28.59,0,83.34,401.35
Peshawar,2023-08-31T00:00:00Z,45.48,0,34.27,433.76
Karachi,2023-08-31T02:00:00Z,29.44,0,39.26,407.63
Lahore,2023-08-31T04:00:00Z,24.93,0,76.4,413.47
Islamabad,2023-08-31T06:00:00Z,32.51,0,55.03,410.48
Quetta,2023-08-31T08:00:00Z,29.56,0,66.81,414.94
Peshawar,2023-08-31T10:00:00Z,18.98,0,86.25,426.72
Karachi,2023-08-31T12:00:00Z,27.22,5.53,89.52,404.33
Lahore,2023-08-31T14:00:00Z,23.94,0,85.52,416.03
Islamabad,2023-08-31T16:00:00Z,23.2,7.1,89.19,431.37
